id,name,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,amenities_count,host_is_superhost
3392,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Cottage,3.0,1,6,237.54,7,186,4.1,21,6,f
3393,Lovely Cottage in Westminster,Westminster,Entire home/apt,Villa,3.0,1,6,343.83,2,211,4.7,167,5,t
3394,Lovely Villa in Westminster,Westminster,Shared room,Apartment,4.0,1,8,177.02,3,67,4.6,5,4,t
3395,Lovely Cottage in Westminster,Westminster,Hotel room,Apartment,2.0,1,4,233.2,5,89,4.7,273,9,t
3396,Lovely Studio in Camden,Camden,Private room,Townhouse,2.0,2,4,,7,168,4.6,148,8,f
3397,Lovely Cottage in Greenwich,Greenwich,Private room,Cottage,3.0,2,6,103.15,3,69,3.5,359,10,f
3398,Lovely Studio in Camden,Camden,Private room,Villa,5.0,1,10,168.5,2,247,,146,5,t
3399,Lovely Cottage in Camden,Camden,Private room,Loft,4.0,2,8,214.83,7,228,4.0,157,8,f
3400,Lovely Studio in Islington,Islington,Entire home/apt,Loft,3.0,1,6,324.65,1,111,5.0,130,10,f
3401,Lovely Townhouse in Islington,Islington,Shared room,Apartment,1.0,1,2,94.84,5,16,4.0,172,7,f
3402,Lovely Apartment in Southwark,Southwark,Entire home/apt,Apartment,1.0,1,2,239.35,1,70,4.8,44,9,f
3403,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,2.0,1,4,193.81,3,82,4.1,66,6,f
3404,Lovely Cottage in Greenwich,Greenwich,Private room,Apartment,1.0,3,2,43.91,3,152,4.5,74,5,t
3405,Lovely Villa in Hackney,Hackney,Entire home/apt,Apartment,4.0,1,8,163.96,5,242,3.9,173,5,f
3406,Lovely Townhouse in Islington,Islington,Private room,Apartment,1.0,1,2,122.6,1,33,4.6,232,6,f
3407,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Private room,Studio,2.0,1,4,226.95,2,71,4.5,258,5,t
3408,Lovely Villa in Southwark,Southwark,Shared room,Loft,4.0,2,8,147.37,3,17,4.2,333,8,f
3409,Lovely Cottage in Lambeth,Lambeth,Private room,Villa,2.0,2,4,140.94,2,268,3.9,289,8,f
3410,Lovely Apartment in Westminster,Westminster,Private room,Villa,2.0,2,4,228.92,3,285,3.6,141,9,t
3411,Lovely Loft in Hackney,Hackney,Entire home/apt,Townhouse,2.0,1,4,161.4,2,184,3.6,306,8,f
3412,Lovely Villa in Islington,Islington,Entire home/apt,Cottage,2.0,1,4,186.88,1,159,4.2,235,6,f
3413,Lovely Townhouse in Islington,Islington,Entire home/apt,Cottage,1.0,1,2,192.41,1,192,3.5,346,8,f
3414,Lovely Studio in Camden,Camden,Entire home/apt,Townhouse,4.0,1,8,260.21,2,282,,266,9,f
3415,Lovely Loft in Southwark,Southwark,Private room,Cottage,1.0,1,2,60.47,5,254,4.6,360,5,f
3416,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,2.0,1,4,164.13,2,266,3.7,104,10,f
3417,Lovely House in Hackney,Hackney,Hotel room,Loft,2.0,1,4,128.23,5,136,3.7,141,5,f
3418,Lovely Townhouse in Westminster,Westminster,Private room,Townhouse,2.0,1,4,204.04,1,291,4.1,335,4,t
3419,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Cottage,2.0,1,4,56.82,3,293,3.7,159,5,t
3420,Lovely House in Hackney,Hackney,Private room,Townhouse,1.0,2,2,20.0,2,246,3.8,242,8,t
3421,Lovely House in Greenwich,Greenwich,Private room,Villa,2.0,1,4,103.36,3,143,4.4,144,5,f
3422,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,1.0,1,2,405.73,2,141,4.8,8,9,f
3423,Lovely House in Westminster,Westminster,Shared room,Loft,1.0,1,2,20.74,3,296,3.5,246,10,f
3424,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Townhouse,2.0,3,4,193.97,5,278,3.8,339,6,f
3425,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,House,1.0,1,2,189.38,5,101,4.2,65,3,f
3426,Lovely Studio in Southwark,Southwark,Entire home/apt,Cottage,2.0,1,4,235.25,1,19,4.1,222,5,f
3427,Lovely Cottage in Hackney,Hackney,Private room,Cottage,1.0,2,2,35.22,2,254,4.9,4,8,f
3428,Lovely Apartment in Westminster,Westminster,Entire home/apt,House,1.0,1,2,300.32,3,30,4.0,221,5,f
3429,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Townhouse,3.0,1,6,106.82,3,202,4.1,124,3,f
3430,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Townhouse,2.0,2,4,232.79,1,171,4.6,319,6,f
3431,Lovely Cottage in Camden,Camden,Private room,Loft,1.0,2,2,123.79,1,103,4.3,102,10,f
3432,Lovely Villa in Hackney,Hackney,Entire home/apt,House,4.0,2,8,236.55,1,131,4.3,10,10,f
3433,Lovely Studio in Hackney,Hackney,Entire home/apt,Loft,4.0,2,8,179.86,3,261,4.2,89,6,f
3434,Lovely Loft in Westminster,Westminster,Private room,Loft,1.0,2,2,59.34,1,188,4.5,105,8,f
3435,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,House,2.0,1,4,184.11,3,281,4.5,323,7,f
3436,Lovely House in Greenwich,Greenwich,Entire home/apt,House,1.0,1,2,146.32,5,216,4.5,119,10,f
3437,Lovely Cottage in Westminster,Westminster,Entire home/apt,Cottage,1.0,2,2,293.77,1,241,3.9,328,3,f
3438,Lovely Loft in Southwark,Southwark,Private room,House,5.0,1,10,182.61,5,242,4.0,139,8,f
3439,Lovely House in Camden,Camden,Entire home/apt,Townhouse,2.0,2,4,225.25,7,100,4.8,184,5,f
3440,Lovely Loft in Hackney,Hackney,Private room,Villa,1.0,1,2,82.06,3,103,4.4,210,8,f
3441,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Loft,1.0,1,2,305.2,2,149,3.9,86,7,t
3442,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,1.0,1,2,100.38,2,162,4.4,2,4,f
3443,Lovely Cottage in Islington,Islington,Entire home/apt,Apartment,2.0,1,4,170.96,1,58,4.1,141,3,f
3444,Lovely Apartment in Hackney,Hackney,Private room,Loft,2.0,1,4,128.72,2,97,3.7,275,7,t
3445,Lovely Townhouse in Southwark,Southwark,Private room,Studio,3.0,1,6,106.54,2,30,4.6,292,8,f
3446,Lovely Apartment in Southwark,Southwark,Entire home/apt,Townhouse,5.0,2,10,280.06,1,224,4.7,17,8,f
3447,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Private room,Cottage,2.0,2,4,129.74,1,278,4.4,120,9,t
3448,Lovely Villa in Lambeth,Lambeth,Shared room,Villa,4.0,1,8,36.34,1,295,3.6,155,10,f
3449,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Loft,4.0,2,8,176.43,2,40,4.5,51,3,t
3450,Lovely Apartment in Camden,Camden,Hotel room,House,2.0,1,4,122.42,7,263,4.0,229,5,f
3451,Lovely Studio in Hackney,Hackney,Private room,Apartment,1.0,1,2,86.43,2,116,4.8,249,4,f
3452,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,2.0,1,4,375.35,1,219,3.9,111,6,f
3453,Lovely Loft in Hackney,Hackney,Entire home/apt,Villa,1.0,1,2,217.85,1,215,4.9,294,6,f
3454,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,House,1.0,1,2,360.98,1,180,4.3,30,5,t
3455,Lovely House in Hackney,Hackney,Entire home/apt,Loft,1.0,1,2,140.2,7,145,3.6,66,4,f
3456,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Apartment,1.0,1,2,,1,20,3.8,154,6,f
3457,Lovely House in Greenwich,Greenwich,Entire home/apt,Cottage,2.0,1,4,165.94,2,26,4.0,49,7,f
3458,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Cottage,1.0,1,2,115.81,3,31,4.7,13,7,t
3459,Lovely House in Westminster,Westminster,Entire home/apt,Cottage,1.0,1,2,312.11,1,143,4.2,151,10,t
3460,Lovely Villa in Camden,Camden,Entire home/apt,Townhouse,1.0,2,2,180.36,5,135,4.0,53,9,t
3461,Lovely Townhouse in Camden,Camden,Entire home/apt,Cottage,5.0,1,10,242.81,5,45,4.1,26,7,t
3462,Lovely Cottage in Camden,Camden,Entire home/apt,Cottage,1.0,1,2,272.44,2,89,3.8,149,4,t
3463,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Loft,4.0,1,8,248.13,3,224,3.6,13,9,t
3464,Lovely Loft in Hackney,Hackney,Entire home/apt,Villa,1.0,1,2,177.96,1,137,4.0,260,10,f
3465,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Townhouse,5.0,2,10,250.08,7,1,4.5,180,6,f
3466,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Villa,4.0,1,8,140.79,3,220,4.4,258,5,f
3467,Lovely Villa in Islington,Islington,Entire home/apt,Cottage,1.0,1,2,354.36,2,205,3.9,275,6,f
3468,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Private room,Cottage,2.0,2,4,103.42,1,169,4.7,10,4,f
3469,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,1.0,1,2,388.35,5,45,4.2,193,7,f
3470,Lovely Studio in Greenwich,Greenwich,Private room,Studio,2.0,2,4,81.94,3,238,3.9,71,10,f
3471,Lovely Villa in Southwark,Southwark,Entire home/apt,Townhouse,1.0,1,2,249.04,5,247,4.4,42,7,f
3472,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,House,1.0,2,2,79.47,3,30,4.5,301,4,f
3473,Lovely Studio in Lambeth,Lambeth,Private room,House,3.0,3,6,140.3,1,158,3.9,164,4,f
3474,Lovely Townhouse in Southwark,Southwark,Private room,Villa,1.0,2,2,172.44,1,208,3.7,227,4,f
3475,Lovely Townhouse in Islington,Islington,Entire home/apt,House,2.0,1,4,200.4,1,171,3.8,74,6,f
3476,Lovely Apartment in Islington,Islington,Entire home/apt,Townhouse,3.0,2,6,338.52,1,216,4.0,357,6,f
3477,Lovely House in Hackney,Hackney,Private room,Townhouse,2.0,2,4,150.16,2,258,4.8,215,7,f
3478,Lovely Villa in Southwark,Southwark,Entire home/apt,Villa,1.0,1,2,212.45,1,81,4.1,72,5,f
3479,Lovely Loft in Camden,Camden,Entire home/apt,House,1.0,1,2,267.86,1,182,4.3,72,7,t
3480,Lovely Cottage in Southwark,Southwark,Private room,Cottage,1.0,2,2,117.73,2,30,4.5,156,8,t
3481,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,House,1.0,2,2,302.39,3,247,4.9,285,3,t
3482,Lovely Villa in Westminster,Westminster,Entire home/apt,Loft,1.0,1,2,187.42,3,285,4.5,285,7,f
3483,Lovely Villa in Southwark,Southwark,Private room,Villa,4.0,1,8,195.03,5,265,4.1,118,9,f
3484,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,2.0,2,4,221.62,5,166,3.8,277,6,f
3485,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Private room,House,3.0,1,6,183.7,1,114,3.7,110,8,f
3486,Lovely Villa in Greenwich,Greenwich,Shared room,Villa,1.0,1,2,61.17,7,25,4.6,316,9,f
3487,Lovely Villa in Hackney,Hackney,Entire home/apt,House,2.0,2,4,212.32,1,78,4.2,349,10,f
3488,Lovely Apartment in Westminster,Westminster,Private room,House,1.0,2,2,191.04,5,157,4.4,222,4,f
3489,Lovely House in Greenwich,Greenwich,Entire home/apt,Townhouse,5.0,1,10,205.34,2,15,4.8,304,6,f
3490,Lovely Loft in Islington,Islington,Entire home/apt,Villa,3.0,1,6,174.91,1,5,4.0,159,5,f
3491,Lovely Loft in Camden,Camden,Entire home/apt,Cottage,2.0,1,4,226.09,2,246,4.6,39,5,f
3492,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Studio,1.0,3,2,225.87,5,291,4.4,123,3,t
3493,Lovely House in Hackney,Hackney,Entire home/apt,Villa,2.0,1,4,237.6,1,8,4.8,88,5,f
3494,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Studio,2.0,1,4,149.09,3,135,4.4,42,7,t
3495,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,House,3.0,1,6,134.81,3,127,4.8,265,3,f
3496,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Studio,2.0,1,4,144.94,2,229,3.8,354,9,f
3497,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,5.0,1,10,224.78,1,204,5.0,96,4,f
3498,Lovely Studio in Islington,Islington,Entire home/apt,Cottage,3.0,1,6,242.28,7,57,5.0,281,4,f
3499,Lovely Villa in Westminster,Westminster,Private room,Studio,2.0,1,4,123.68,5,46,4.6,90,6,f
3500,Lovely Apartment in Hackney,Hackney,Private room,Loft,1.0,2,2,67.81,1,172,3.9,337,4,f
3501,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,1.0,2,2,200.35,3,17,3.8,148,9,f
3502,Lovely House in Lambeth,Lambeth,Private room,House,1.0,1,2,93.19,1,24,4.6,26,5,t
3503,Lovely House in Westminster,Westminster,Entire home/apt,Villa,4.0,1,8,375.75,2,10,4.8,223,3,f
3504,Lovely House in Hackney,Hackney,Private room,Cottage,4.0,2,8,106.22,1,206,3.6,75,3,f
3505,Lovely Townhouse in Westminster,Westminster,Private room,Townhouse,1.0,3,2,,1,128,4.4,82,4,f
3506,Lovely House in Southwark,Southwark,Private room,Villa,1.0,2,2,82.17,1,179,4.1,101,4,t
3507,Lovely House in Westminster,Westminster,Private room,Studio,3.0,1,6,153.46,1,196,4.2,22,8,f
3508,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,2.0,3,4,216.09,7,297,4.0,206,7,f
3509,Lovely Loft in Tower Hamlets,Tower Hamlets,Private room,Apartment,3.0,1,6,75.36,1,4,3.6,24,8,t
3510,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Studio,1.0,3,2,195.68,2,13,4.2,184,7,f
3511,Lovely House in Southwark,Southwark,Private room,Apartment,3.0,1,6,,3,179,4.5,160,7,f
3512,Lovely Villa in Greenwich,Greenwich,Private room,House,1.0,2,2,67.86,3,26,3.5,108,10,f
3513,Lovely Studio in Camden,Camden,Hotel room,Loft,1.0,1,2,211.23,7,37,4.5,253,9,f
3514,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Apartment,2.0,1,4,192.51,3,230,4.0,132,3,f
3515,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,1.0,1,2,103.35,1,142,4.5,162,8,f
3516,Lovely Loft in Wandsworth,Wandsworth,Private room,Townhouse,3.0,3,6,112.88,3,164,3.9,247,3,f
3517,Lovely Loft in Hackney,Hackney,Private room,Loft,1.0,1,2,85.66,7,18,4.3,67,4,f
3518,Lovely Studio in Islington,Islington,Entire home/apt,House,1.0,1,2,251.42,2,234,4.2,248,5,f
3519,Lovely Loft in Camden,Camden,Shared room,Villa,2.0,3,4,100.51,1,279,4.9,117,9,t
3520,Lovely Villa in Southwark,Southwark,Entire home/apt,Loft,1.0,1,2,192.21,7,245,4.8,66,8,f
3521,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Apartment,1.0,1,2,238.64,1,281,4.3,246,7,f
3522,Lovely House in Islington,Islington,Entire home/apt,Cottage,5.0,2,10,330.0,1,139,4.5,346,7,f
3523,Lovely Cottage in Hackney,Hackney,Private room,Loft,1.0,1,2,53.64,2,212,4.7,262,10,f
3524,Lovely Studio in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,2.0,2,4,241.26,2,137,4.8,166,8,f
3525,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Loft,2.0,1,4,164.5,3,99,4.0,252,6,f
3526,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Villa,3.0,3,6,252.19,1,215,4.0,199,7,f
3527,Lovely Apartment in Westminster,Westminster,Entire home/apt,Villa,2.0,3,4,405.6,5,98,4.0,236,10,f
3528,Lovely Loft in Southwark,Southwark,Private room,Apartment,2.0,1,4,116.74,7,265,3.7,211,7,f
3529,Lovely Loft in Hackney,Hackney,Entire home/apt,Loft,,1,4,,3,221,4.1,51,6,f
3530,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,2.0,2,4,207.84,1,281,4.9,37,5,f
3531,Lovely Loft in Islington,Islington,Entire home/apt,Apartment,2.0,1,4,186.31,2,89,3.8,126,9,f
3532,Lovely Apartment in Lambeth,Lambeth,Hotel room,Cottage,4.0,2,8,156.24,1,61,3.8,65,8,f
3533,Lovely Townhouse in Southwark,Southwark,Hotel room,Villa,3.0,1,6,191.85,2,102,4.3,321,5,t
3534,Lovely Townhouse in Lambeth,Lambeth,Entire home/apt,Cottage,1.0,3,2,70.0,7,168,4.7,153,7,f
3535,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Private room,Loft,2.0,2,4,115.56,2,127,4.4,227,10,t
3536,Lovely Loft in Islington,Islington,Entire home/apt,Cottage,2.0,2,4,270.89,1,142,4.4,318,8,f
3537,Lovely Studio in Hackney,Hackney,Private room,House,2.0,2,4,66.73,2,173,4.8,248,3,f
3538,Lovely House in Lambeth,Lambeth,Private room,Apartment,2.0,1,4,110.68,5,199,3.6,226,7,f
3539,Lovely Loft in Hackney,Hackney,Entire home/apt,Villa,1.0,1,2,107.3,1,268,3.5,9,10,f
3540,Lovely Villa in Islington,Islington,Private room,Loft,2.0,2,4,196.12,7,210,4.7,53,9,f
3541,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,Loft,2.0,3,4,133.63,1,68,3.7,252,9,f
3542,Lovely Studio in Hackney,Hackney,Private room,Cottage,1.0,2,2,108.12,2,250,4.8,302,9,f
3543,Lovely Townhouse in Wandsworth,Wandsworth,Private room,Townhouse,2.0,3,4,190.48,2,181,3.8,271,6,f
3544,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,5.0,1,10,604.03,5,65,4.5,42,7,f
3545,Lovely Apartment in Lambeth,Lambeth,Private room,Loft,2.0,2,4,45.17,3,13,4.4,360,10,f
3546,Lovely Loft in Hackney,Hackney,Private room,Loft,2.0,1,4,,2,67,4.2,57,8,f
3547,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,5.0,3,10,124.86,5,147,4.8,42,9,f
3548,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Apartment,3.0,1,6,225.06,7,152,4.3,180,4,f
3549,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,1.0,2,2,275.0,5,218,4.7,211,9,f
3550,Lovely Studio in Hackney,Hackney,Entire home/apt,Townhouse,1.0,1,2,205.66,3,1,4.7,188,8,f
3551,Lovely Studio in Hackney,Hackney,Private room,Cottage,1.0,1,2,86.88,2,106,3.6,332,9,t
3552,Lovely Apartment in Camden,Camden,Entire home/apt,Villa,1.0,1,2,,7,157,4.2,138,6,f
3553,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,Townhouse,1.0,1,2,143.24,5,18,4.3,354,5,f
3554,Lovely Studio in Lambeth,Lambeth,Private room,House,3.0,2,6,102.71,2,197,4.9,336,7,f
3555,Lovely Cottage in Wandsworth,Wandsworth,Private room,Loft,4.0,1,8,92.31,1,117,4.5,200,10,t
3556,Lovely Apartment in Hackney,Hackney,Private room,Studio,1.0,2,2,35.26,1,192,4.6,144,8,f
3557,Lovely Loft in Southwark,Southwark,Hotel room,Apartment,1.0,1,2,179.45,3,165,4.7,125,7,f
3558,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Private room,Studio,4.0,1,8,267.92,1,6,4.5,284,9,t
3559,Lovely Studio in Islington,Islington,Private room,Townhouse,1.0,2,2,95.6,1,7,3.9,168,4,f
3560,Lovely Studio in Southwark,Southwark,Private room,Villa,2.0,1,4,147.63,3,278,4.5,64,7,f
3561,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,4.0,1,8,265.54,3,38,4.1,177,5,f
3562,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Hotel room,House,4.0,2,8,122.88,3,95,3.9,203,10,f
3563,Lovely Townhouse in Greenwich,Greenwich,Private room,Townhouse,1.0,1,2,66.08,5,296,4.8,123,9,f
3564,Lovely Townhouse in Islington,Islington,Private room,Loft,2.0,1,4,73.3,3,285,3.8,164,8,f
3565,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,2.0,1,4,373.04,2,250,4.5,124,9,f
3566,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Townhouse,3.0,1,6,138.72,2,280,4.0,63,7,f
3567,Lovely Townhouse in Southwark,Southwark,Private room,Cottage,2.0,1,4,133.13,3,118,3.6,209,8,f
3568,Lovely Townhouse in Hackney,Hackney,Entire home/apt,House,2.0,1,4,156.89,3,88,4.5,160,8,f
3569,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,1.0,2,2,244.25,2,208,4.5,95,4,t
3570,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Loft,1.0,2,2,271.47,7,125,4.9,69,7,f
3571,Lovely House in Camden,Camden,Hotel room,Villa,1.0,2,2,136.34,7,18,4.7,139,9,f
3572,Lovely Loft in Wandsworth,Wandsworth,Entire home/apt,Apartment,1.0,1,2,189.03,2,75,4.7,47,5,t
3573,Lovely House in Greenwich,Greenwich,Entire home/apt,Villa,2.0,2,4,,7,5,4.4,6,5,f
3574,Lovely Studio in Camden,Camden,Entire home/apt,Studio,5.0,1,10,243.56,3,144,4.2,306,6,f
3575,Lovely Loft in Lambeth,Lambeth,Private room,Apartment,1.0,2,2,122.51,5,62,4.3,47,4,f
3576,Lovely Apartment in Southwark,Southwark,Entire home/apt,Apartment,4.0,2,8,232.02,1,228,4.6,263,6,f
3577,Lovely House in Islington,Islington,Entire home/apt,Cottage,2.0,1,4,259.94,1,284,5.0,202,8,t
3578,Lovely Villa in Westminster,Westminster,Private room,Villa,1.0,1,2,137.3,1,113,4.8,108,3,t
3579,Lovely Apartment in Camden,Camden,Private room,House,2.0,1,4,108.37,7,203,4.2,86,4,f
3580,Lovely Villa in Hackney,Hackney,Entire home/apt,Studio,4.0,2,8,116.27,2,221,4.4,190,9,f
3581,Lovely Villa in Westminster,Westminster,Private room,Apartment,2.0,1,4,214.99,5,132,4.0,67,6,f
3582,Lovely Loft in Wandsworth,Wandsworth,Shared room,Studio,1.0,1,2,45.36,2,5,,183,6,f
3583,Lovely Studio in Tower Hamlets,Tower Hamlets,Private room,Studio,2.0,1,4,77.08,3,264,4.8,69,6,t
3584,Lovely House in Islington,Islington,Private room,Townhouse,2.0,1,4,121.46,3,35,3.7,20,3,t
3585,Lovely Villa in Lambeth,Lambeth,Entire home/apt,Townhouse,3.0,1,6,149.44,3,77,3.8,142,4,f
3586,Lovely Studio in Southwark,Southwark,Private room,Townhouse,3.0,1,6,139.13,3,148,4.5,206,10,f
3587,Lovely Studio in Camden,Camden,Hotel room,Townhouse,1.0,3,2,160.49,2,209,3.9,11,4,f
3588,Lovely Loft in Lambeth,Lambeth,Entire home/apt,Loft,1.0,1,2,202.13,3,59,3.8,154,5,f
3589,Lovely Townhouse in Greenwich,Greenwich,Private room,Cottage,2.0,1,4,45.5,1,3,4.0,0,8,f
3590,Lovely House in Islington,Islington,Entire home/apt,Villa,3.0,1,6,238.0,2,147,3.7,70,6,f
3591,Lovely Studio in Westminster,Westminster,Private room,Loft,2.0,1,4,114.96,3,279,3.9,2,10,f
3592,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Cottage,1.0,1,2,147.35,1,9,,112,4,f
3593,Lovely Apartment in Greenwich,Greenwich,Hotel room,Villa,2.0,1,4,125.64,2,84,3.9,337,6,f
3594,Lovely Apartment in Islington,Islington,Private room,Studio,3.0,1,6,105.41,2,16,3.6,195,10,f
3595,Lovely Loft in Greenwich,Greenwich,Private room,Loft,1.0,1,2,78.12,3,205,3.8,7,7,f
3596,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Private room,Studio,1.0,1,2,55.73,7,233,4.9,146,4,f
3597,Lovely Apartment in Camden,Camden,Private room,Cottage,1.0,2,2,143.46,3,40,3.7,28,4,f
3598,Lovely Villa in Islington,Islington,Private room,Cottage,1.0,1,2,44.99,3,158,3.7,217,6,f
3599,Lovely Apartment in Westminster,Westminster,Shared room,Loft,1.0,1,2,80.77,2,157,3.8,51,8,t
3600,Lovely Studio in Westminster,Westminster,Private room,House,4.0,2,8,,3,223,4.5,305,8,f
3601,Lovely Apartment in Hackney,Hackney,Entire home/apt,Villa,1.0,1,2,169.34,1,272,3.9,259,5,f
3602,Lovely Townhouse in Greenwich,Greenwich,Shared room,Townhouse,3.0,2,6,100.14,2,55,4.3,89,7,f
3603,Lovely House in Camden,Camden,Private room,Townhouse,4.0,2,8,153.51,2,152,5.0,181,10,f
3604,Lovely Loft in Hackney,Hackney,Entire home/apt,House,2.0,1,4,208.72,7,35,4.6,89,6,t
3605,Lovely Loft in Hackney,Hackney,Entire home/apt,House,3.0,1,6,215.13,2,174,4.4,361,4,f
3606,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Apartment,3.0,1,6,163.12,2,186,3.9,199,5,t
3607,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,1.0,2,2,129.4,1,17,3.9,296,3,f
3608,Lovely Villa in Wandsworth,Wandsworth,Private room,Townhouse,2.0,2,4,109.45,3,88,4.9,280,10,f
3609,Lovely Cottage in Lambeth,Lambeth,Shared room,Cottage,1.0,1,2,90.44,2,74,4.7,341,5,f
3610,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Townhouse,1.0,1,2,291.17,1,202,4.3,61,8,f
3611,Lovely Townhouse in Camden,Camden,Entire home/apt,Loft,1.0,2,2,248.94,2,161,3.9,284,9,f
3612,Lovely Loft in Greenwich,Greenwich,Entire home/apt,House,2.0,2,4,147.4,1,222,3.7,48,4,f
3613,Lovely Townhouse in Islington,Islington,Entire home/apt,Villa,2.0,1,4,238.85,5,245,3.7,89,10,f
3614,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,4.0,3,8,215.03,3,76,3.5,108,4,f
3615,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,House,3.0,2,6,,3,65,4.0,97,3,t
3616,Lovely Cottage in Hackney,Hackney,Private room,Studio,1.0,1,2,129.83,2,3,4.0,202,5,f
3617,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Private room,Townhouse,1.0,1,2,169.86,3,204,3.6,259,3,f
3618,Lovely Cottage in Islington,Islington,Entire home/apt,Villa,1.0,1,2,142.51,3,166,3.8,59,4,f
3619,Lovely Studio in Camden,Camden,Entire home/apt,Loft,1.0,1,2,265.26,5,231,5.0,72,7,f
3620,Lovely Cottage in Tower Hamlets,Tower Hamlets,Private room,Loft,2.0,1,4,65.34,2,16,3.6,136,3,f
3621,Lovely Studio in Tower Hamlets,Tower Hamlets,Private room,Townhouse,2.0,1,4,132.34,3,48,4.3,349,5,f
3622,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Townhouse,3.0,1,6,358.6,1,218,4.4,33,5,t
3623,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,1.0,1,2,148.35,3,161,4.6,224,7,f
3624,Lovely Townhouse in Islington,Islington,Entire home/apt,Studio,1.0,1,2,173.33,7,254,3.5,166,9,f
